¿¬¿ù,customer_id,count_pred,count_0,count_1,count_2,count_3,count_4,count_5,start_date,now_date,period
2018-10-01,IK661529,4,7.0,5.0,8.0,6.0,7.0,6.0,2018-04-01,2018-10-01,6
2018-10-01,IK679682,6,3.0,4.0,5.0,5.0,7.0,7.0,2018-04-05,2018-10-01,5
2018-10-01,IK697935,2,4.0,4.0,6.0,7.0,7.0,8.0,2018-04-09,2018-10-01,5
2018-10-01,IK704656,6,8.0,8.0,8.0,9.0,6.0,6.0,2018-04-13,2018-10-01,5
2018-10-01,IK761631,3,1.0,5.0,4.0,7.0,5.0,7.0,2018-04-13,2018-10-01,5
2018-10-01,IK782104,6,8.0,4.0,5.0,7.0,9.0,7.0,2018-04-02,2018-10-01,5
2018-10-01,IK881709,3,3.0,5.0,7.0,7.0,1.0,9.0,2018-04-01,2018-10-01,6
2018-10-01,IK884794,3,4.0,4.0,5.0,6.0,8.0,6.0,2018-04-10,2018-10-01,5
2018-10-01,IK988092,3,5.0,5.0,7.0,7.0,5.0,10.0,2018-04-11,2018-10-01,5
2018-10-01,OA004129,6,9.0,8.0,8.0,8.0,10.0,9.0,2018-04-13,2018-10-01,5
2018-10-01,OA057953,9,8.0,7.0,8.0,9.0,9.0,6.0,2018-04-08,2018-10-01,5
2018-10-01,OA157445,3,4.0,2.0,3.0,6.0,7.0,8.0,2018-04-01,2018-10-01,6
2018-10-01,OA245976,5,2.0,3.0,2.0,5.0,7.0,5.0,2018-04-15,2018-10-01,5
2018-10-01,OA396855,4,2.0,5.0,4.0,6.0,8.0,7.0,2018-04-13,2018-10-01,5
2018-10-01,OA405652,4,4.0,4.0,6.0,4.0,8.0,8.0,2018-04-15,2018-10-01,5
2018-10-01,OA472503,5,3.0,1.0,9.0,8.0,6.0,8.0,2018-04-08,2018-10-01,5
2018-10-01,OA484337,4,7.0,3.0,4.0,7.0,10.0,8.0,2018-04-13,2018-10-01,5
2018-10-01,OA546913,4,3.0,5.0,5.0,9.0,9.0,8.0,2018-04-04,2018-10-01,5
2018-10-01,OA663815,5,4.0,2.0,4.0,6.0,5.0,9.0,2018-04-04,2018-10-01,5
2018-10-01,OA680638,1,6.0,6.0,4.0,5.0,8.0,9.0,2018-04-11,2018-10-01,5
2018-10-01,OA694533,9,7.0,6.0,8.0,8.0,10.0,9.0,2018-04-08,2018-10-01,5
2018-10-01,OA710903,2,5.0,7.0,7.0,4.0,9.0,8.0,2018-04-15,2018-10-01,5
2018-10-01,OA761455,4,2.0,3.0,4.0,6.0,8.0,8.0,2018-04-09,2018-10-01,5
2018-10-01,OA897552,1,2.0,1.0,5.0,5.0,8.0,9.0,2018-04-12,2018-10-01,5
2018-10-01,OA973146,6,4.0,2.0,3.0,5.0,6.0,7.0,2018-04-11,2018-10-01,5
2018-10-01,PL012044,6,9.0,8.0,9.0,8.0,7.0,9.0,2018-04-14,2018-10-01,5
2018-10-01,PL064289,5,5.0,1.0,2.0,5.0,4.0,7.0,2018-04-15,2018-10-01,5
2018-10-01,PL227814,7,9.0,6.0,9.0,10.0,7.0,9.0,2018-04-05,2018-10-01,5
2018-10-01,PL248851,5,5.0,7.0,9.0,6.0,8.0,10.0,2018-04-03,2018-10-01,5
2018-10-01,PL302535,9,8.0,6.0,7.0,10.0,12.0,9.0,2018-04-06,2018-10-01,5
2018-10-01,PL320453,4,1.0,1.0,3.0,6.0,8.0,7.0,2018-04-01,2018-10-01,6
2018-10-01,PL379434,1,1.0,3.0,5.0,3.0,7.0,8.0,2018-04-09,2018-10-01,5
2018-10-01,PL542865,4,5.0,3.0,4.0,3.0,3.0,6.0,2018-04-09,2018-10-01,5
2018-10-01,PL683089,3,2.0,4.0,5.0,5.0,7.0,9.0,2018-04-08,2018-10-01,5
2018-10-01,PL745124,3,3.0,1.0,3.0,4.0,5.0,7.0,2018-04-13,2018-10-01,5
2018-10-01,PL849292,3,4.0,6.0,6.0,6.0,8.0,8.0,2018-04-14,2018-10-01,5
2018-10-01,PL930272,8,9.0,11.0,7.0,8.0,5.0,11.0,2018-04-01,2018-10-01,6
2018-10-01,PL969360,8,6.0,6.0,9.0,8.0,7.0,8.0,2018-04-11,2018-10-01,5
2018-10-01,TS075183,3,2.0,5.0,5.0,4.0,5.0,8.0,2018-04-12,2018-10-01,5
2018-10-01,TS117409,2,3.0,3.0,5.0,4.0,11.0,8.0,2018-04-08,2018-10-01,5
2018-10-01,TS174464,7,8.0,9.0,6.0,8.0,10.0,6.0,2018-04-11,2018-10-01,5
2018-10-01,TS655367,4,2.0,3.0,2.0,6.0,7.0,7.0,2018-04-05,2018-10-01,5
2018-10-01,TS763203,7,9.0,9.0,6.0,7.0,11.0,9.0,2018-04-13,2018-10-01,5
2018-10-01,TS894938,4,5.0,2.0,2.0,7.0,6.0,8.0,2018-04-01,2018-10-01,6
2018-10-01,TS977703,8,8.0,8.0,8.0,7.0,4.0,8.0,2018-04-15,2018-10-01,5
2018-11-01,AS015233,7,7.0,9.0,11.0,5.0,7.0,7.0,2018-05-13,2018-11-01,5
2018-11-01,AS025956,4,4.0,5.0,7.0,7.0,6.0,6.0,2018-05-09,2018-11-01,5
2018-11-01,AS029624,6,4.0,1.0,5.0,7.0,5.0,8.0,2018-05-08,2018-11-01,5
2018-11-01,AS100947,8,9.0,6.0,8.0,7.0,8.0,5.0,2018-05-12,2018-11-01,5
2018-11-01,AS115149,3,2.0,1.0,3.0,7.0,7.0,6.0,2018-05-11,2018-11-01,5
2018-11-01,AS185951,3,1.0,5.0,3.0,3.0,7.0,3.0,2018-04-09,2018-11-01,6
2018-11-01,AS195052,1,2.0,3.0,4.0,4.0,3.0,8.0,2018-05-12,2018-11-01,5
2018-11-01,AS197200,9,12.0,6.0,8.0,9.0,6.0,8.0,2018-04-15,2018-11-01,6
2018-11-01,AS200286,3,3.0,6.0,3.0,6.0,6.0,7.0,2018-04-06,2018-11-01,6
2018-11-01,AS220726,4,2.0,2.0,5.0,3.0,10.0,8.0,2018-05-12,2018-11-01,5
2018-11-01,AS247467,5,1.0,1.0,4.0,7.0,9.0,3.0,2018-05-01,2018-11-01,6
2018-11-01,AS251169,2,2.0,4.0,6.0,5.0,8.0,10.0,2018-04-03,2018-11-01,6
2018-11-01,AS345469,5,1.0,3.0,5.0,6.0,5.0,4.0,2018-04-12,2018-11-01,6
2018-11-01,AS388908,2,2.0,4.0,3.0,5.0,5.0,8.0,2018-05-11,2018-11-01,5
2018-11-01,AS409779,2,3.0,3.0,4.0,8.0,6.0,9.0,2018-05-13,2018-11-01,5
2018-11-01,AS509237,4,3.0,2.0,1.0,2.0,4.0,8.0,2018-04-06,2018-11-01,6
2018-11-01,AS546422,3,1.0,5.0,7.0,4.0,10.0,8.0,2018-04-10,2018-11-01,6
2018-11-01,AS557018,1,2.0,3.0,5.0,4.0,7.0,7.0,2018-05-06,2018-11-01,5
2018-11-01,AS584134,3,5.0,4.0,6.0,2.0,5.0,8.0,2018-05-05,2018-11-01,5
2018-11-01,AS628722,2,3.0,5.0,4.0,6.0,4.0,7.0,2018-04-15,2018-11-01,6
2018-11-01,AS639549,2,4.0,2.0,2.0,3.0,5.0,9.0,2018-04-15,2018-11-01,6
2018-11-01,AS645809,3,2.0,3.0,4.0,3.0,3.0,5.0,2018-04-06,2018-11-01,6
2018-11-01,AS721170,1,1.0,1.0,2.0,5.0,6.0,6.0,2018-04-12,2018-11-01,6
2018-11-01,AS814353,7,9.0,9.0,11.0,7.0,8.0,8.0,2018-05-05,2018-11-01,5
2018-11-01,AS823436,4,6.0,3.0,1.0,6.0,7.0,5.0,2018-04-01,2018-11-01,7
2018-11-01,AS886872,5,11.0,8.0,7.0,7.0,8.0,7.0,2018-04-12,2018-11-01,6
2018-11-01,GD001932,2,7.0,6.0,7.0,6.0,8.0,10.0,2018-05-04,2018-11-01,5
2018-11-01,GD082530,7,8.0,7.0,10.0,9.0,6.0,8.0,2018-05-13,2018-11-01,5
2018-11-01,GD098851,2,7.0,5.0,6.0,9.0,6.0,7.0,2018-04-12,2018-11-01,6
2018-11-01,GD115456,4,2.0,2.0,4.0,4.0,2.0,6.0,2018-04-05,2018-11-01,6
2018-11-01,GD174951,5,3.0,4.0,4.0,4.0,6.0,9.0,2018-04-14,2018-11-01,6
2018-11-01,GD203795,2,2.0,6.0,7.0,5.0,9.0,9.0,2018-05-09,2018-11-01,5
2018-11-01,GD210507,5,3.0,5.0,6.0,7.0,6.0,6.0,2018-04-11,2018-11-01,6
2018-11-01,GD289362,7,7.0,10.0,7.0,9.0,10.0,9.0,2018-05-04,2018-11-01,5
2018-11-01,GD309433,3,2.0,2.0,5.0,9.0,8.0,4.0,2018-05-13,2018-11-01,5
2018-11-01,GD325851,8,8.0,8.0,6.0,5.0,8.0,9.0,2018-04-13,2018-11-01,6
2018-11-01,GD462507,6,3.0,4.0,5.0,6.0,8.0,10.0,2018-05-02,2018-11-01,5
2018-11-01,GD523289,2,2.0,4.0,3.0,7.0,5.0,8.0,2018-05-15,2018-11-01,5
2018-11-01,GD563242,4,4.0,7.0,11.0,9.0,8.0,10.0,2018-04-05,2018-11-01,6
2018-11-01,GD594854,11,7.0,9.0,6.0,8.0,7.0,10.0,2018-05-15,2018-11-01,5
2018-11-01,GD646501,2,2.0,4.0,4.0,5.0,6.0,5.0,2018-04-12,2018-11-01,6
2018-11-01,GD700354,2,4.0,3.0,2.0,5.0,5.0,10.0,2018-05-05,2018-11-01,5
2018-11-01,GD706415,3,4.0,2.0,3.0,5.0,7.0,7.0,2018-05-05,2018-11-01,5
2018-11-01,GD716223,4,8.0,9.0,7.0,6.0,9.0,7.0,2018-04-15,2018-11-01,6
2018-11-01,GD766769,2,3.0,5.0,7.0,4.0,7.0,9.0,2018-05-09,2018-11-01,5
2018-11-01,GD797764,3,1.0,7.0,6.0,6.0,9.0,8.0,2018-05-02,2018-11-01,5
2018-11-01,GD821903,7,8.0,9.0,9.0,9.0,7.0,11.0,2018-05-11,2018-11-01,5
2018-11-01,GD862688,8,7.0,9.0,9.0,6.0,10.0,8.0,2018-05-08,2018-11-01,5
2018-11-01,GD892565,5,8.0,8.0,9.0,7.0,10.0,9.0,2018-05-02,2018-11-01,5
2018-11-01,GD913324,5,8.0,6.0,7.0,10.0,7.0,11.0,2018-05-05,2018-11-01,5
2018-11-01,GD931906,4,1.0,5.0,6.0,4.0,9.0,10.0,2018-05-04,2018-11-01,5
2018-11-01,HD032015,2,4.0,4.0,5.0,6.0,8.0,10.0,2018-04-14,2018-11-01,6
2018-11-01,HD069655,3,3.0,5.0,3.0,7.0,4.0,5.0,2018-04-15,2018-11-01,6
2018-11-01,HD104614,2,3.0,4.0,5.0,3.0,6.0,8.0,2018-04-15,2018-11-01,6
2018-11-01,HD146199,10,9.0,7.0,7.0,8.0,9.0,9.0,2018-04-09,2018-11-01,6
2018-11-01,HD187665,8,8.0,6.0,7.0,8.0,6.0,8.0,2018-05-15,2018-11-01,5
2018-11-01,HD218970,3,3.0,4.0,4.0,4.0,5.0,7.0,2018-04-02,2018-11-01,6
2018-11-01,HD221159,4,5.0,2.0,5.0,3.0,5.0,6.0,2018-05-06,2018-11-01,5
2018-11-01,HD295608,3,3.0,1.0,4.0,3.0,4.0,8.0,2018-04-11,2018-11-01,6
2018-11-01,HD351145,3,4.0,3.0,2.0,4.0,5.0,6.0,2018-04-04,2018-11-01,6
2018-11-01,HD384128,6,9.0,9.0,7.0,9.0,9.0,8.0,2018-05-02,2018-11-01,5
2018-11-01,HD402002,10,6.0,7.0,10.0,12.0,9.0,6.0,2018-04-13,2018-11-01,6
2018-11-01,HD426886,9,7.0,9.0,11.0,8.0,8.0,8.0,2018-04-05,2018-11-01,6
2018-11-01,HD443173,3,3.0,5.0,2.0,3.0,5.0,9.0,2018-05-14,2018-11-01,5
2018-11-01,HD459890,3,3.0,2.0,3.0,6.0,5.0,9.0,2018-05-11,2018-11-01,5
2018-11-01,HD487220,9,7.0,10.0,9.0,8.0,7.0,9.0,2018-05-11,2018-11-01,5
2018-11-01,HD523855,4,4.0,6.0,5.0,7.0,8.0,7.0,2018-04-04,2018-11-01,6
2018-11-01,HD571515,2,2.0,5.0,5.0,7.0,8.0,9.0,2018-04-15,2018-11-01,6
2018-11-01,HD580454,6,7.0,5.0,11.0,10.0,9.0,7.0,2018-04-05,2018-11-01,6
2018-11-01,HD634523,1,1.0,1.0,5.0,6.0,7.0,6.0,2018-04-13,2018-11-01,6
2018-11-01,HD677310,2,4.0,4.0,4.0,3.0,6.0,4.0,2018-04-09,2018-11-01,6
2018-11-01,HD707253,6,5.0,9.0,6.0,8.0,9.0,10.0,2018-05-06,2018-11-01,5
2018-11-01,HD736119,7,4.0,5.0,7.0,9.0,9.0,8.0,2018-05-10,2018-11-01,5
2018-11-01,HD743673,3,2.0,3.0,1.0,6.0,7.0,7.0,2018-05-14,2018-11-01,5
2018-11-01,HD747321,4,7.0,4.0,6.0,6.0,9.0,8.0,2018-05-09,2018-11-01,5
2018-11-01,HD805503,7,7.0,7.0,5.0,8.0,7.0,9.0,2018-05-01,2018-11-01,6
2018-11-01,HD814444,7,9.0,6.0,6.0,10.0,6.0,8.0,2018-04-04,2018-11-01,6
2018-11-01,HD944406,1,7.0,2.0,5.0,5.0,8.0,10.0,2018-05-11,2018-11-01,5
2018-11-01,HD981197,1,4.0,3.0,3.0,6.0,7.0,7.0,2018-04-15,2018-11-01,6
2018-11-01,HI013029,9,6.0,8.0,7.0,9.0,10.0,8.0,2018-05-10,2018-11-01,5
2018-11-01,HI058807,8,6.0,5.0,9.0,10.0,8.0,10.0,2018-05-02,2018-11-01,5
2018-11-01,HI103175,7,8.0,8.0,7.0,8.0,10.0,7.0,2018-05-15,2018-11-01,5
2018-11-01,HI140097,1,5.0,4.0,5.0,6.0,8.0,7.0,2018-04-07,2018-11-01,6
2018-11-01,HI181507,2,2.0,2.0,2.0,1.0,7.0,8.0,2018-05-11,2018-11-01,5
2018-11-01,HI214680,1,2.0,4.0,7.0,5.0,8.0,9.0,2018-05-08,2018-11-01,5
2018-11-01,HI302801,4,2.0,1.0,4.0,3.0,8.0,9.0,2018-04-05,2018-11-01,6
2018-11-01,HI331377,9,9.0,7.0,8.0,8.0,7.0,7.0,2018-04-11,2018-11-01,6
2018-11-01,HI367242,7,6.0,8.0,7.0,8.0,9.0,10.0,2018-04-07,2018-11-01,6
2018-11-01,HI368031,10,9.0,8.0,3.0,8.0,8.0,8.0,2018-04-03,2018-11-01,6
2018-11-01,HI372505,5,8.0,3.0,4.0,7.0,7.0,10.0,2018-05-01,2018-11-01,6
2018-11-01,HI402688,2,3.0,6.0,6.0,5.0,6.0,7.0,2018-04-12,2018-11-01,6
2018-11-01,HI446535,2,8.0,7.0,6.0,7.0,7.0,6.0,2018-05-05,2018-11-01,5
2018-11-01,HI474778,6,6.0,7.0,9.0,5.0,10.0,8.0,2018-05-04,2018-11-01,5
2018-11-01,HI562740,7,10.0,9.0,7.0,6.0,7.0,8.0,2018-05-06,2018-11-01,5
2018-11-01,HI570258,4,2.0,4.0,2.0,5.0,5.0,6.0,2018-04-11,2018-11-01,6
2018-11-01,HI575026,8,7.0,7.0,8.0,6.0,9.0,10.0,2018-05-05,2018-11-01,5
2018-11-01,HI596179,1,1.0,4.0,3.0,3.0,4.0,5.0,2018-04-06,2018-11-01,6
2018-11-01,HI599889,8,8.0,6.0,8.0,6.0,8.0,6.0,2018-04-13,2018-11-01,6
2018-11-01,HI606358,1,6.0,5.0,1.0,3.0,4.0,8.0,2018-04-14,2018-11-01,6
2018-11-01,HI630247,9,7.0,6.0,8.0,9.0,10.0,8.0,2018-05-01,2018-11-01,6
2018-11-01,HI732386,3,4.0,4.0,7.0,6.0,5.0,10.0,2018-05-13,2018-11-01,5
2018-11-01,HI823009,4,1.0,4.0,2.0,2.0,7.0,7.0,2018-05-09,2018-11-01,5
2018-11-01,HI841207,2,3.0,2.0,3.0,7.0,9.0,6.0,2018-05-15,2018-11-01,5
2018-11-01,HI866614,8,8.0,8.0,7.0,8.0,9.0,11.0,2018-05-01,2018-11-01,6
2018-11-01,IK000432,3,5.0,4.0,7.0,8.0,11.0,6.0,2018-05-01,2018-11-01,6
2018-11-01,IK009011,1,3.0,6.0,6.0,8.0,7.0,9.0,2018-05-11,2018-11-01,5
2018-11-01,IK026319,3,4.0,5.0,6.0,7.0,5.0,8.0,2018-05-13,2018-11-01,5
2018-11-01,IK042838,9,10.0,8.0,7.0,6.0,7.0,9.0,2018-04-04,2018-11-01,6
2018-11-01,IK044135,4,4.0,4.0,6.0,7.0,8.0,8.0,2018-05-13,2018-11-01,5
2018-11-01,IK056231,2,1.0,4.0,1.0,4.0,7.0,9.0,2018-05-01,2018-11-01,6
2018-11-01,IK059828,5,3.0,5.0,4.0,4.0,6.0,5.0,2018-04-01,2018-11-01,7
2018-11-01,IK082424,3,4.0,5.0,7.0,7.0,7.0,9.0,2018-04-14,2018-11-01,6
2018-11-01,IK190403,7,2.0,5.0,3.0,4.0,8.0,8.0,2018-04-07,2018-11-01,6
2018-11-01,IK234815,7,5.0,7.0,7.0,9.0,7.0,7.0,2018-05-12,2018-11-01,5
2018-11-01,IK266585,8,11.0,11.0,8.0,8.0,9.0,7.0,2018-05-14,2018-11-01,5
2018-11-01,IK311371,3,1.0,5.0,6.0,10.0,7.0,10.0,2018-05-12,2018-11-01,5
2018-11-01,IK356680,8,10.0,9.0,9.0,8.0,10.0,11.0,2018-05-02,2018-11-01,5
2018-11-01,IK403801,5,3.0,6.0,2.0,3.0,7.0,5.0,2018-04-05,2018-11-01,6
2018-11-01,IK407687,1,3.0,3.0,3.0,7.0,7.0,6.0,2018-04-03,2018-11-01,6
2018-11-01,IK429268,6,6.0,7.0,10.0,7.0,8.0,9.0,2018-04-06,2018-11-01,6
2018-11-01,IK491887,5,2.0,3.0,5.0,6.0,7.0,7.0,2018-04-08,2018-11-01,6
2018-11-01,IK528327,6,2.0,3.0,4.0,3.0,6.0,6.0,2018-04-01,2018-11-01,7
2018-11-01,IK575241,3,4.0,4.0,6.0,5.0,6.0,5.0,2018-05-04,2018-11-01,5
2018-11-01,IK584824,12,8.0,8.0,5.0,7.0,8.0,9.0,2018-04-08,2018-11-01,6
2018-11-01,IK611614,9,8.0,8.0,7.0,7.0,7.0,11.0,2018-05-09,2018-11-01,5
2018-11-01,IK624245,4,2.0,2.0,2.0,7.0,7.0,8.0,2018-05-13,2018-11-01,5
2018-11-01,IK642724,7,5.0,3.0,2.0,9.0,8.0,9.0,2018-04-15,2018-11-01,6
2018-11-01,IK654848,2,2.0,5.0,2.0,3.0,6.0,7.0,2018-04-04,2018-11-01,6
2018-11-01,IK660380,5,7.0,1.0,5.0,6.0,7.0,7.0,2018-05-10,2018-11-01,5
2018-11-01,IK661529,3,4.0,7.0,5.0,8.0,6.0,7.0,2018-04-01,2018-11-01,7
2018-11-01,IK679682,1,6.0,3.0,4.0,5.0,5.0,7.0,2018-04-05,2018-11-01,6
2018-11-01,IK697935,5,2.0,4.0,4.0,6.0,7.0,7.0,2018-04-09,2018-11-01,6
2018-11-01,IK704656,8,6.0,8.0,8.0,8.0,9.0,6.0,2018-04-13,2018-11-01,6
2018-11-01,IK710780,1,5.0,1.0,3.0,3.0,6.0,8.0,2018-05-09,2018-11-01,5
2018-11-01,IK714626,1,5.0,4.0,4.0,6.0,6.0,8.0,2018-05-05,2018-11-01,5
2018-11-01,IK761631,2,3.0,1.0,5.0,4.0,7.0,5.0,2018-04-13,2018-11-01,6
2018-11-01,IK782104,5,6.0,8.0,4.0,5.0,7.0,9.0,2018-04-02,2018-11-01,6
2018-11-01,IK802877,8,6.0,9.0,8.0,11.0,8.0,9.0,2018-05-04,2018-11-01,5
2018-11-01,IK862574,2,5.0,5.0,5.0,8.0,8.0,6.0,2018-05-06,2018-11-01,5
2018-11-01,IK881709,1,3.0,3.0,5.0,7.0,7.0,1.0,2018-04-01,2018-11-01,7
2018-11-01,IK899587,2,1.0,6.0,6.0,8.0,5.0,9.0,2018-05-05,2018-11-01,5
2018-11-01,IK988092,1,3.0,5.0,5.0,7.0,7.0,5.0,2018-04-11,2018-11-01,6
